verbatimElevation comment,http://rs.tdwg.org/dwc/terms/verbatimElevation,"The original description of the elevation (altitude, usually above sea level) of the Location."
verbatimEventDate comment,http://rs.tdwg.org/dwc/terms/verbatimEventDate,The verbatim original representation of the date and time information for an Event.
verbatimLatitude comment,http://rs.tdwg.org/dwc/terms/verbatimLatitude,"The verbatim original latitude of the Location. The coordinate ellipsoid, geodeticDatum, or full Spatial Reference System (SRS) for these coordinates should be stored in verbatimSRS and the coordinate system should be stored in verbatimCoordinateSystem."
verbatimLocality comment,http://rs.tdwg.org/dwc/terms/verbatimLocality,The original textual description of the place.
verbatimLongitude comment,http://rs.tdwg.org/dwc/terms/verbatimLongitude,"The verbatim original longitude of the Location. The coordinate ellipsoid, geodeticDatum, or full Spatial Reference System (SRS) for these coordinates should be stored in verbatimSRS and the coordinate system should be stored in verbatimCoordinateSystem."
verbatimSRS comment,http://rs.tdwg.org/dwc/terms/verbatimSRS,"The ellipsoid, geodetic datum, or spatial reference system (SRS) upon which coordinates given in verbatimLatitude and verbatimLongitude, or verbatimCoordinates are based."
verbatimTaxonRank comment,http://rs.tdwg.org/dwc/terms/verbatimTaxonRank,The taxonomic rank of the most specific name in the scientificName as it appears in the original record.
vernacularName comment,http://rs.tdwg.org/dwc/terms/vernacularName,A common or vernacular name.
waterBody comment,http://rs.tdwg.org/dwc/terms/waterBody,The name of the water body in which the Location occurs.
year comment,http://rs.tdwg.org/dwc/terms/year,"The four-digit year in which the Event occurred, according to the Common Era Calendar."
pathway comment,http://rs.tdwg.org/dwc/terms/pathway,The process by which an Organism came to be in a given place at a given time.
degreeOfEstablishment comment,http://rs.tdwg.org/dwc/terms/degreeOfEstablishment,"The degree to which an Organism survives, reproduces, and expands its range at the given place and time."
recordedByID comment,http://rs.tdwg.org/dwc/terms/recordedByID,"A list (concatenated and separated) of the globally unique identifier for the person, people, groups, or organizations responsible for recording the original Occurrence."
verticalDatum comment,http://rs.tdwg.org/dwc/terms/verticalDatum,The vertical datum used as the reference upon which the values in the elevation terms are based.
verbatimIdentification comment,http://rs.tdwg.org/dwc/terms/verbatimIdentification,A string representing the taxonomic identification as it appeared in the original record.
identifiedByID comment,http://rs.tdwg.org/dwc/terms/identifiedByID,"A list (concatenated and separated) of the globally unique identifier for the person, people, groups, or organizations responsible for assigning the Taxon to the subject."
subfamily comment,http://rs.tdwg.org/dwc/terms/subfamily,The full scientific name of the subfamily in which the taxon is classified.
genericName comment,http://rs.tdwg.org/dwc/terms/genericName,The genus part of the scientificName without authorship.
infragenericEpithet comment,http://rs.tdwg.org/dwc/terms/infragenericEpithet,The infrageneric part of a binomial name at ranks above species but below genus.
cultivarEpithet comment,http://rs.tdwg.org/dwc/terms/cultivarEpithet,"Part of the name of a cultivar, cultivar group or grex that follows the scientific name."
relationshipOfResourceID comment,http://rs.tdwg.org/dwc/terms/relationshipOfResourceID,An identifier for the relationship type (predicate) that connects the subject identified by resourceID to its object identified by relatedResourceID.
MaterialCitation comment,http://rs.tdwg.org/dwc/terms/MaterialCitation,"A reference to or citation of one, a part of, or multiple specimens in scholarly publications."
